[Gene ID]	[source_id]	[Input Ortholog(s)]	
CNJ00140	CNJ00140-t26_1	 CNAG_07862	
CNJ00150	CNJ00150-t26_1	 CNAG_04574	
CNJ00160	CNJ00160-t26_1	 CNAG_04575	
CNJ00170	CNJ00170-t26_1	 CNAG_04576	
CNJ00180	CNJ00180-t26_1	 CNAG_04577	
CNJ00190	CNJ00190-t26_1	 CNAG_07860	
CNJ00200	CNJ00200-t26_1	 CNAG_07859	
CNJ00210	CNJ00210-t26_1	 CNAG_04579	
CNJ00220	CNJ00220-t26_1	 CNAG_04580	
CNJ00230	CNJ00230-t26_1	 CNAG_04581	
CNJ00240	CNJ00240-t26_1	 CNAG_04582	
CNJ00250	CNJ00250-t26_1	 CNAG_04583	
CNJ00260	CNJ00260-t26_1	 CNAG_04584	
CNJ00270	CNJ00270-t26_1	 CNAG_04585	
CNJ00280	CNJ00280-t26_1	 CNAG_04586	
CNJ00290	CNJ00290-t26_1	 CNAG_04587	
CNJ00290	CNJ00290-t26_2	 CNAG_04587	
CNJ00300	CNJ00300-t26_1	 CNAG_04588	
CNJ00310	CNJ00310-t26_1	 CNAG_04589	
CNJ00320	CNJ00320-t26_1	 CNAG_04593	
CNJ00330	CNJ00330-t26_1	 CNAG_04594	
CNJ00340	CNJ00340-t26_1	 CNAG_04595	
CNJ00350	CNJ00350-t26_1	 CNAG_04596	
CNJ00360	CNJ00360-t26_1	 CNAG_04597	
CNJ00370	CNJ00370-t26_1	 CNAG_04598	
CNJ00380	CNJ00380-t26_1	 CNAG_10130	
CNJ00390	CNJ00390-t26_1	 CNAG_04599	
CNJ00400	CNJ00400-t26_1	 CNAG_04600	
CNJ00410	CNJ00410-t26_1	 CNAG_04601	
CNJ00413	CNJ00413-t26_1	 CNAG_04602	
CNJ00415	CNJ00415-t26_1	 CNAG_04603	
CNJ00420	CNJ00420-t26_1	 CNAG_10129	
CNJ00430	CNJ00430-t26_1	 CNAG_04604	
CNJ00440	CNJ00440-t26_1	 CNAG_10128	
CNJ00450	CNJ00450-t26_1	 CNAG_10127	
CNJ00460	CNJ00460-t26_1	 CNAG_04605	
CNJ00470	CNJ00470-t26_1	 CNAG_04606	
CNJ00475	CNJ00475-t26_1	 CNAG_04607	
CNJ00480	CNJ00480-t26_1	 CNAG_04608	
CNJ00490	CNJ00490-t26_1	 CNAG_04609	
CNJ00493	CNJ00493-t26_1	 CNAG_04610	
CNJ00500	CNJ00500-t26_1	 CNAG_04611	
CNJ00510	CNJ00510-t26_1	 CNAG_04612	
CNJ00520	CNJ00520-t26_1	 CNAG_04613	
CNJ00530	CNJ00530-t26_1	 CNAG_04614	
CNJ00540	CNJ00540-t26_1	 CNAG_04615	
CNJ00550	CNJ00550-t26_1	 CNAG_04616	
CNJ00560	CNJ00560-t26_1	 CNAG_04617	
CNJ00570	CNJ00570-t26_1	 CNAG_04618	
CNJ00580	CNJ00580-t26_1	 CNAG_04619	
CNJ00585	CNJ00585-t26_1	 CNAG_04620	
CNJ00590	CNJ00590-t26_1	 CNAG_04621	
CNJ00600	CNJ00600-t26_1	 CNAG_04622	
CNJ00605	CNJ00605-t26_1	 CNAG_04623	
CNJ00610	CNJ00610-t26_1	 CNAG_04609	
CNJ00620	CNJ00620-t26_1	 CNAG_04625	
CNJ00630	CNJ00630-t26_1	 CNAG_04626	
CNJ00630	CNJ00630-t26_2	 CNAG_04626	
CNJ00640	CNJ00640-t26_1	 CNAG_04627	
CNJ00650	CNJ00650-t26_1	 CNAG_04628	
CNJ00660	CNJ00660-t26_1	 CNAG_04629	
CNJ00670	CNJ00670-t26_1	 CNAG_04630	
CNJ00680	CNJ00680-t26_1	 CNAG_04631	
CNJ00690	CNJ00690-t26_1	 CNAG_04632	
CNJ00710	CNJ00710-t26_1	 CNAG_04633	
CNJ00720	CNJ00720-t26_1	 CNAG_04634	
CNJ00730	CNJ00730-t26_1	 CNAG_04635	
CNJ00740	CNJ00740-t26_1	 CNAG_04636	
CNJ00750	CNJ00750-t26_1	 CNAG_04637	
CNJ00760	CNJ00760-t26_1	 CNAG_04638	
CNJ00760	CNJ00760-t26_2	 CNAG_04638	
CNJ00770	CNJ00770-t26_1	 CNAG_04639	
CNJ00800	CNJ00800-t26_1	 CNAG_04640	
CNJ00810	CNJ00810-t26_1	 CNAG_04641	
CNJ00820	CNJ00820-t26_1	 CNAG_04642	
CNJ00830	CNJ00830-t26_1	 CNAG_07857	
CNJ00840	CNJ00840-t26_1	 CNAG_04646	
CNJ00850	CNJ00850-t26_1	 CNAG_04647	
CNJ00860	CNJ00860-t26_1	 CNAG_04648	
CNJ00870	CNJ00870-t26_1	 CNAG_04649	
CNJ00880	CNJ00880-t26_1	 CNAG_04650	
CNJ00890	CNJ00890-t26_1	 CNAG_04651	
CNJ00900	CNJ00900-t26_1	 CNAG_04652	
CNJ00905	CNJ00905-t26_1	 CNAG_04653	
CNJ00910	CNJ00910-t26_1	 CNAG_04654	
CNJ00920	CNJ00920-t26_1	 CNAG_04655	
CNJ00925	CNJ00925-t26_1	 CNAG_04656	
CNJ00930	CNJ00930-t26_1	 CNAG_04657	
CNJ00940	CNJ00940-t26_1	 CNAG_04658	
CNJ00950	CNJ00950-t26_1	 CNAG_04659	
CNJ00960	CNJ00960.mRNA	 CNAG_12932	
CNJ00965	CNJ00965-t26_1	 CNAG_08000	
CNJ00970	CNJ00970-t26_1	 CNAG_04662	
CNJ00980	CNJ00980-t26_1	 CNAG_04664	
CNJ00990	CNJ00990-t26_1	 CNAG_04665	
CNJ01000	CNJ01000-t26_1	 CNAG_04666	
CNJ01010	CNJ01010-t26_1	 CNAG_04667	
CNJ01020	CNJ01020-t26_1	 CNAG_04668	
CNJ01030	CNJ01030-t26_1	 CNAG_04669	
CNJ01040	CNJ01040-t26_1	 CNAG_04670	
CNJ01050	CNJ01050-t26_1	 CNAG_04671	
CNJ01055	CNJ01055-t26_1	 CNAG_07999	
CNJ01070	CNJ01070-t26_1	 CNAG_04674	
CNJ01075	CNJ01075-t26_1	 CNAG_04675	
CNJ01080	CNJ01080-t26_1	 CNAG_04676	
CNJ01090	CNJ01090-t26_1	 CNAG_04677	
CNJ01100	CNJ01100-t26_1	 CNAG_04678	
CNJ01110	CNJ01110-t26_1	 CNAG_04679	
CNJ01120	CNJ01120-t26_1	 CNAG_04680	
CNJ01130	CNJ01130-t26_1	 CNAG_04681	
CNJ01135	CNJ01135-t26_1	 CNAG_04682	
CNJ01140	CNJ01140-t26_1	 CNAG_04683	
CNJ01150	CNJ01150-t26_1	 CNAG_04684	
CNJ01160	CNJ01160-t26_1	 CNAG_07856	
CNJ01170	CNJ01170-t26_1	 CNAG_04686	
CNJ01180	CNJ01180-t26_1	 CNAG_04687	
CNJ01190	CNJ01190-t26_1	 CNAG_04688	
CNJ01200	CNJ01200-t26_1	 CNAG_04689	
CNJ01210	CNJ01210-t26_1	 CNAG_04690	
CNJ01220	CNJ01220-t26_1	 CNAG_04691	
CNJ01230	CNJ01230-t26_1	 CNAG_04692	
CNJ01240	CNJ01240-t26_1	 CNAG_04693	
CNJ01250	CNJ01250-t26_1	 CNAG_04694	
CNJ01255	CNJ01255-t26_1	 CNAG_04695	
CNJ01260	CNJ01260-t26_1	 CNAG_04696, CNAG_04703	
CNJ01270	CNJ01270-t26_1	 CNAG_04697	
CNJ01280	CNJ01280-t26_1	 CNAG_04698	
CNJ01290	CNJ01290-t26_1	 CNAG_04699	
CNJ01300	CNJ01300-t26_1	 CNAG_04700	
CNJ01330	CNJ01330-t26_1	 CNAG_04702	
CNJ01340	CNJ01340-t26_1	 CNAG_04696, CNAG_04703	
CNJ01350	CNJ01350-t26_1	 CNAG_04704	
CNJ01360	CNJ01360-t26_1	 CNAG_04704	
CNJ01370	CNJ01370-t26_1	 CNAG_04705, CNAG_04860	
CNJ01380	CNJ01380-t26_1	 CNAG_07855	
CNJ01390	CNJ01390-t26_1	 CNAG_04707	
CNJ01400	CNJ01400-t26_1	 CNAG_04708	
CNJ01410	CNJ01410-t26_1	 CNAG_04709	
CNJ01420	CNJ01420-t26_1	 CNAG_04710	
CNJ01430	CNJ01430-t26_1	 CNAG_04712	
CNJ01440	CNJ01440-t26_1	 CNAG_04713	
CNJ01450	CNJ01450-t26_1	 CNAG_04714	
CNJ01450	CNJ01450-t26_2	 CNAG_04714	
CNJ01460	CNJ01460-t26_1	 CNAG_04715	
CNJ01470	CNJ01470-t26_1	 CNAG_04716	
CNJ01480	CNJ01480-t26_1	 CNAG_04717	
CNJ01490	CNJ01490-t26_1	 CNAG_04718, CNAG_04731, CNAG_04732	
CNJ01500	CNJ01500-t26_1	 CNAG_04719	
CNJ01510	CNJ01510-t26_1	 CNAG_04720	
CNJ01520	CNJ01520-t26_1	 CNAG_04721	
CNJ01530	CNJ01530-t26_1	 CNAG_04723	
CNJ01540	CNJ01540-t26_1	 CNAG_04724	
CNJ01550	CNJ01550-t26_1	 CNAG_04725	
CNJ01560	CNJ01560-t26_1	 CNAG_04726	
CNJ01570	CNJ01570-t26_1	 CNAG_04727	
CNJ01580	CNJ01580-t26_1	 CNAG_04728	
CNJ01590	CNJ01590-t26_1	 CNAG_04729	
CNJ01600	CNJ01600-t26_1	 CNAG_04730	
CNJ01610	CNJ01610-t26_1	 CNAG_04718, CNAG_04731, CNAG_04732	
CNJ01620	CNJ01620-t26_1	 CNAG_10126	
CNJ01625	CNJ01625-t26_1	 CNAG_04718, CNAG_04731, CNAG_04732	
CNJ01630	CNJ01630-t26_1	 CNAG_04733	
CNJ01640	CNJ01640-t26_1	 CNAG_04734	
CNJ01650	CNJ01650-t26_1	 CNAG_04735	
CNJ01660	CNJ01660-t26_1	 CNAG_04736	
CNJ01670	CNJ01670-t26_1	 CNAG_04737	
CNJ01680	CNJ01680-t26_1	 CNAG_04738	
CNJ01690	CNJ01690-t26_1	 CNAG_04739	
CNJ01700	CNJ01700-t26_1	 CNAG_04740	
CNJ01710	CNJ01710-t26_1	 CNAG_10125	
CNJ01720	CNJ01720-t26_1	 CNAG_04741	
CNJ01730	CNJ01730-t26_1	 CNAG_04742	
CNJ01740	CNJ01740-t26_1	 CNAG_04743	
CNJ01750	CNJ01750-t26_1	 CNAG_04744	
CNJ01760	CNJ01760-t26_1	 CNAG_04745	
CNJ01770	CNJ01770-t26_1	 CNAG_04746	
CNJ01775	CNJ01775-t26_1	 CNAG_04747	
CNJ01780	CNJ01780-t26_1	 CNAG_04748	
CNJ01790	CNJ01790-t26_1	 CNAG_04749	
CNJ01800	CNJ01800-t26_1	 CNAG_04750	
CNJ01810	CNJ01810.mRNA	 CNAG_12916	
CNJ01820	CNJ01820-t26_1	 CNAG_04751	
CNJ01830	CNJ01830-t26_1	 CNAG_04752	
CNJ01840	CNJ01840-t26_1	 CNAG_04753	
CNJ01850	CNJ01850-t26_1	 CNAG_04755	
CNJ01860	CNJ01860-t26_1	 CNAG_04756	
CNJ01870	CNJ01870-t26_1	 CNAG_04757	
CNJ01880	CNJ01880-t26_1	 CNAG_04758	
CNJ01890	CNJ01890-t26_1	 CNAG_04759	
CNJ01890	CNJ01890-t26_2	 CNAG_04759	
CNJ01900	CNJ01900-t26_1	 CNAG_04760	
CNJ01910	CNJ01910-t26_1	 CNAG_04761	
CNJ01920	CNJ01920-t26_1	 CNAG_04762	
CNJ01930	CNJ01930-t26_1	 CNAG_04763	
CNJ01940	CNJ01940-t26_1	 CNAG_04764	
CNJ01950	CNJ01950-t26_1	 CNAG_04765	
CNJ01960	CNJ01960-t26_1	 CNAG_04767	
CNJ01970	CNJ01970-t26_1	 CNAG_04768	
CNJ01980	CNJ01980-t26_1	 CNAG_04769	
CNJ01990	CNJ01990-t26_1	 CNAG_04770	
CNJ02000	CNJ02000-t26_1	 CNAG_04771	
CNJ02010	CNJ02010-t26_1	 CNAG_04772	
CNJ02020	CNJ02020-t26_1	 CNAG_04773	
CNJ02030	CNJ02030-t26_1	 CNAG_04774	
CNJ02035	CNJ02035-t26_1	 CNAG_04775	
CNJ02040	CNJ02040-t26_1	 CNAG_04776	
CNJ02050	CNJ02050-t26_1	 CNAG_04777	
CNJ02060	CNJ02060-t26_1	 CNAG_07851	
CNJ02065	CNJ02065-t26_1	 CNAG_07850	
CNJ02080	CNJ02080-t26_1	 CNAG_07848	
CNJ02090	CNJ02090-t26_1	 CNAG_04782	
CNJ02100	CNJ02100-t26_1	 CNAG_04783, CNAG_04784	
CNJ02110	CNJ02110-t26_1	 CNAG_04783, CNAG_04784	
CNJ02120	CNJ02120-t26_1	 CNAG_04785	
CNJ02130	CNJ02130-t26_1	 CNAG_04786	
CNJ02140	CNJ02140-t26_1	 CNAG_04787	
CNJ02150	CNJ02150-t26_1	 CNAG_04788	
CNJ02160	CNJ02160-t26_1	 CNAG_04789	
CNJ02170	CNJ02170-t26_1	 CNAG_04790	
CNJ02180	CNJ02180-t26_1	 CNAG_04791	
CNJ02190	CNJ02190-t26_1	 CNAG_10124	
CNJ02200	CNJ02200-t26_1	 CNAG_04792	
CNJ02210	CNJ02210-t26_1	 CNAG_04794	
CNJ02220	CNJ02220-t26_1	 CNAG_04795	
CNJ02230	CNJ02230-t26_1	 CNAG_04796	
CNJ02240	CNJ02240-t26_1	 CNAG_04797	
CNJ02250	CNJ02250-t26_1	 CNAG_04798	
CNJ02260	CNJ02260-t26_1	 CNAG_04799	
CNJ02270	CNJ02270-t26_1	 CNAG_04800	
CNJ02280	CNJ02280-t26_1	 CNAG_04801	
CNJ02290	CNJ02290-t26_1	 CNAG_04802	
CNJ02300	CNJ02300-t26_1	 CNAG_04803	
CNJ02310	CNJ02310-t26_1	 CNAG_04804	
CNJ02320	CNJ02320-t26_1	 CNAG_04805	
CNJ02330	CNJ02330-t26_1	 CNAG_04806	
CNJ02335	CNJ02335-t26_1	 CNAG_04807	
CNJ02340	CNJ02340-t26_1	 CNAG_04808	
CNJ02350	CNJ02350-t26_1	 CNAG_04809	
CNJ02360	CNJ02360-t26_1	 CNAG_04810	
CNJ02365	CNJ02365-t26_1	 CNAG_07847	
CNJ02370	CNJ02370-t26_1	 CNAG_07846	
CNJ02380	CNJ02380-t26_1	 CNAG_04813	
CNJ02390	CNJ02390-t26_1	 CNAG_04814	
CNJ02400	CNJ02400-t26_1	 CNAG_04815	
CNJ02410	CNJ02410-t26_1	 CNAG_04816	
CNJ02420	CNJ02420-t26_1	 CNAG_04817	
CNJ02430	CNJ02430-t26_1	 CNAG_04818	
CNJ02435	CNJ02435-t26_1	 CNAG_04819	
CNJ02440	CNJ02440-t26_1	 CNAG_04820	
CNJ02460	CNJ02460-t26_1	 CNAG_04820	
CNJ02470	CNJ02470-t26_1	 CNAG_04821	
CNJ02480	CNJ02480-t26_1	 CNAG_04822	
CNJ02490	CNJ02490-t26_1	 CNAG_04823	
CNJ02500	CNJ02500-t26_1	 CNAG_04824	
CNJ02510	CNJ02510-t26_1	 CNAG_04825	
CNJ02520	CNJ02520-t26_1	 CNAG_04826	
CNJ02530	CNJ02530-t26_1	 CNAG_04827	
CNJ02540	CNJ02540-t26_1	 CNAG_04828	
CNJ02550	CNJ02550-t26_1	 CNAG_04830	
CNJ02553	CNJ02553-t26_1	 CNAG_04829	
CNJ02555	CNJ02555-t26_1	 CNAG_04831	
CNJ02560	CNJ02560-t26_1	 CNAG_04832	
CNJ02570	CNJ02570-t26_1	 CNAG_10123	
CNJ02580	CNJ02580-t26_1	 CNAG_04833	
CNJ02590	CNJ02590-t26_1	 CNAG_04834	
CNJ02600	CNJ02600-t26_1	 CNAG_04835	
CNJ02610	CNJ02610-t26_1	 CNAG_04836	
CNJ02620	CNJ02620-t26_1	 CNAG_04837	
CNJ02630	CNJ02630-t26_1	 CNAG_04838	
CNJ02640	CNJ02640-t26_1	 CNAG_04839	
CNJ02650	CNJ02650-t26_1	 CNAG_04840	
CNJ02660	CNJ02660-t26_1	 CNAG_04841	
CNJ02670	CNJ02670-t26_1	 CNAG_04842	
CNJ02680	CNJ02680-t26_1	 CNAG_04843	
CNJ02690	CNJ02690-t26_1	 CNAG_04844	
CNJ02700	CNJ02700-t26_1	 CNAG_04845	
CNJ02710	CNJ02710-t26_1	 CNAG_04846	
CNJ02720	CNJ02720-t26_1	 CNAG_04847	
CNJ02730	CNJ02730-t26_1	 CNAG_04848	
CNJ02740	CNJ02740-t26_1	 CNAG_04849	
CNJ02745	CNJ02745-t26_1	 CNAG_04850	
CNJ02750	CNJ02750-t26_1	 CNAG_04851	
CNJ02760	CNJ02760-t26_1	 CNAG_04852	
CNJ02765	CNJ02765-t26_1	 CNAG_04853	
CNJ02770	CNJ02770-t26_1	 CNAG_04855	
CNJ02870	CNJ02870-t26_1	 CNAG_04857	
CNJ02870	CNJ02870-t26_2	 CNAG_04857	
CNJ02880	CNJ02880-t26_1	 CNAG_04859	
CNJ02890	CNJ02890-t26_1	 CNAG_04705, CNAG_04860	
CNJ02900	CNJ02900-t26_1	 CNAG_04861	
CNJ02910	CNJ02910-t26_1	 CNAG_04862	
CNJ02915	CNJ02915-t26_1	 CNAG_04863	
CNJ02920	CNJ02920-t26_1	 CNAG_04864	
CNJ02930	CNJ02930-t26_1	 CNAG_10122	
CNJ02935	CNJ02935-t26_1	 CNAG_04865	
CNJ02940	CNJ02940-t26_1	 CNAG_04866	
CNJ02950	CNJ02950-t26_1	 CNAG_04867	
CNJ02960	CNJ02960-t26_1	 CNAG_04868	
CNJ02970	CNJ02970-t26_1	 CNAG_04869	
CNJ02980	CNJ02980-t26_1	 CNAG_04870	
CNJ02985	CNJ02985-t26_1	 CNAG_04871	
CNJ02985	CNJ02985-t26_2	 CNAG_04871	
CNJ02990	CNJ02990-t26_1	 CNAG_04872	
CNJ03000	CNJ03000-t26_1	 CNAG_04873	
CNJ03010	CNJ03010-t26_1	 CNAG_10121	
CNJ03020	CNJ03020-t26_1	 CNAG_04874	
CNJ03030	CNJ03030-t26_1	 CNAG_04875	
CNJ03040	CNJ03040-t26_1	 CNAG_04876	
CNJ03060	CNJ03060.mRNA	 CNAG_12885	
CNJ03070	CNJ03070-t26_1	 CNAG_04877	
CNJ03080	CNJ03080-t26_1	 CNAG_04878	
CNJ03090	CNJ03090-t26_1	 CNAG_04879	
CNJ03095	CNJ03095-t26_1	 CNAG_04880	
CNJ03100	CNJ03100-t26_1	 CNAG_04882	
CNJ03100	CNJ03100-t26_2	 CNAG_04882	
CNJ03110	CNJ03110-t26_1	 CNAG_04883	
CNJ03120	CNJ03120-t26_1	 CNAG_04884	
CNJ03130	CNJ03130-t26_1	 CNAG_04886	
CNJ03140	CNJ03140-t26_1	 CNAG_04888	
CNJ03153	CNJ03153-t26_1	 CNAG_04889	
CNJ03155	CNJ03155-t26_1	 CNAG_04890	
CNJ03160	CNJ03160-t26_1	 CNAG_04891	
CNJ03170	CNJ03170-t26_1	 CNAG_04892	
CNJ03173	CNJ03173-t26_1	 CNAG_04893	
CNJ03190	CNJ03190-t26_1	 CNAG_04895	
CNJ03200	CNJ03200-t26_1	 CNAG_04896	
CNJ03210	CNJ03210-t26_1	 CNAG_04897	
CNJ03220	CNJ03220-t26_1	 CNAG_04898	
CNJ03230	CNJ03230-t26_1	 CNAG_04899	
CNJ03235	CNJ03235-t26_1	 CNAG_07843	
CNJ03240	CNJ03240-t26_1	 CNAG_04900	
CNJ03245	CNJ03245-t26_1	 CNAG_04901	
CNJ03250	CNJ03250-t26_1	 CNAG_04902	
CNJ03260	CNJ03260-t26_1	 CNAG_04903	
CNJ03270	CNJ03270-t26_1	 CNAG_04904	
CNJ03275	CNJ03275-t26_1	 CNAG_07842	
CNJ03280	CNJ03280-t26_1	 CNAG_04905	
CNJ03290	CNJ03290-t26_1	 CNAG_04906	
CNJ03300	CNJ03300-t26_1	 CNAG_04907	
CNJ03310	CNJ03310-t26_1	 CNAG_04908	
CNJ03320	CNJ03320-t26_1	 CNAG_04909	
CNJ03330	CNJ03330-t26_1	 CNAG_07841	
CNJ03340	CNJ03340-t26_1	 CNAG_04911	
CNJ03350	CNJ03350-t26_1	 CNAG_04913	
CNJ03360	CNJ03360-t26_1	 CNAG_04914	
CNJ03365	CNJ03365-t26_1	 CNAG_04916	
CNJ03370	CNJ03370-t26_1	 CNAG_07839	
CNJ03380	CNJ03380-t26_1	 CNAG_07838	
CNJ03390	CNJ03390-t26_1	 CNAG_04919	
CNJ03400	CNJ03400-t26_1	 CNAG_04920	
CNK00010	CNK00010-t26_1	 CNAG_06928	
CNK00020	CNK00020-t26_1	 CNAG_06927	
CNK00030	CNK00030-t26_1	 CNAG_06926	
CNK00040	CNK00040-t26_1	 CNAG_06925	
CNK00060	CNK00060-t26_1	 CNAG_06924	
CNK00070	CNK00070-t26_1	 CNAG_06923	
CNK00080	CNK00080-t26_1	 CNAG_06922	
CNK00090	CNK00090-t26_1	 CNAG_06921	
CNK00100	CNK00100-t26_1	 CNAG_06920	
CNK00110	CNK00110-t26_1	 CNAG_06919	
CNK00120	CNK00120-t26_1	 CNAG_06918	
CNK00130	CNK00130-t26_1	 CNAG_06917	
CNK00140	CNK00140-t26_1	 CNAG_06916	
CNK00150	CNK00150-t26_1	 CNAG_06915	
CNK00170	CNK00170-t26_1	 CNAG_06914	
CNK00180	CNK00180-t26_1	 CNAG_06913	
CNK00190	CNK00190-t26_1	 CNAG_06912	
CNK00200	CNK00200-t26_1	 CNAG_06908	
CNK00205	CNK00205-t26_1	 CNAG_06907	
CNK00210	CNK00210-t26_1	 CNAG_06906	
CNK00220	CNK00220-t26_1	 CNAG_06905	
CNK00230	CNK00230-t26_1	 CNAG_06904	
CNK00240	CNK00240-t26_1	 CNAG_06903	
CNK00250	CNK00250-t26_1	 CNAG_06902	
CNK00270	CNK00270-t26_1	 CNAG_06901	
CNK00280	CNK00280-t26_1	 CNAG_06900	
CNK00290	CNK00290-t26_1	 CNAG_06899	
CNK00300	CNK00300-t26_1	 CNAG_06898	
CNK00310	CNK00310-t26_1	 CNAG_10033, CNAG_12324	
CNK00320	CNK00320-t26_1	 CNAG_06897	
CNK00330	CNK00330-t26_1	 CNAG_06896	
CNK00340	CNK00340-t26_1	 CNAG_06895	
CNK00350	CNK00350-t26_1	 CNAG_06893	
CNK00360	CNK00360-t26_1	 CNAG_06892	
CNK00370	CNK00370-t26_1	 CNAG_06891	
CNK00380	CNK00380-t26_1	 CNAG_06890	
CNK00390	CNK00390-t26_1	 CNAG_06889	
CNK00400	CNK00400-t26_1	 CNAG_06888	
CNK00410	CNK00410-t26_1	 CNAG_06887	
CNK00420	CNK00420-t26_1	 CNAG_07580	
CNK00430	CNK00430-t26_1	 CNAG_07579	
CNK00440	CNK00440-t26_1	 CNAG_06884	
CNK00445	CNK00445-t26_1	 CNAG_07576	
CNK00450	CNK00450-t26_1	 CNAG_06882	
CNK00460	CNK00460-t26_1	 CNAG_06881	
CNK00470	CNK00470-t26_1	 CNAG_06880	
CNK00480	CNK00480-t26_1	 CNAG_06879	
CNK00540	CNK00540-t26_1	 CNAG_02561	
CNK00550	CNK00550-t26_1	 CNAG_02562	
CNK00560	CNK00560-t26_1	 CNAG_02563	
CNK00570	CNK00570-t26_1	 CNAG_02564	
CNK00580	CNK00580-t26_1	 CNAG_02565	
CNK00590	CNK00590-t26_1	 CNAG_02566	
CNK00595	CNK00595-t26_1	 CNAG_02567	
CNK00600	CNK00600-t26_1	 CNAG_02568	
CNK00610	CNK00610-t26_1	 CNAG_02569	
CNK00620	CNK00620-t26_1	 CNAG_10032, CNAG_12314	
CNK00630	CNK00630-t26_1	 CNAG_02572	
CNK00635	CNK00635-t26_1	 CNAG_02573	
CNK00640	CNK00640-t26_1	 CNAG_02574	
CNK00660	CNK00660-t26_1	 CNAG_02575	
CNK00670	CNK00670-t26_1	 CNAG_02576	
CNK00680	CNK00680-t26_1	 CNAG_02577	
CNK00690	CNK00690-t26_1	 CNAG_02578	
CNK00700	CNK00700-t26_1	 CNAG_10031	
CNK00710	CNK00710-t26_1	 CNAG_02579	
CNK00720	CNK00720-t26_1	 CNAG_02580	
CNK00730	CNK00730-t26_1	 CNAG_02581	
CNK00740	CNK00740-t26_1	 CNAG_02583	
CNK00750	CNK00750-t26_1	 CNAG_02584	
CNK00760	CNK00760-t26_1	 CNAG_02585	
CNK00770	CNK00770-t26_1	 CNAG_02589	
CNK00780	CNK00780-t26_1	 CNAG_02590	
CNK00790	CNK00790-t26_1	 CNAG_02592	
CNK00800	CNK00800-t26_1	 CNAG_02593	
CNK00810	CNK00810-t26_1	 CNAG_02594	
CNK00825	CNK00825-t26_1	 CNAG_02596	
CNK00830	CNK00830-t26_1	 CNAG_02597	
CNK00840	CNK00840-t26_1	 CNAG_02598	
CNK00850	CNK00850-t26_1	 CNAG_02599	
CNK00860	CNK00860-t26_1	 CNAG_02600	
CNK00870	CNK00870-t26_1	 CNAG_02601	
CNK00880	CNK00880-t26_1	 CNAG_02602	
CNK00890	CNK00890-t26_1	 CNAG_02603	
CNK00900	CNK00900-t26_1	 CNAG_02604	
CNK00910	CNK00910-t26_1	 CNAG_02605	
CNK00920	CNK00920-t26_1	 CNAG_02606	
CNK00930	CNK00930-t26_1	 CNAG_07573	
CNK00940	CNK00940-t26_1	 CNAG_02609	
CNK00950	CNK00950-t26_1	 CNAG_07572	
CNK00960	CNK00960-t26_1	 CNAG_07571	
CNK00970	CNK00970-t26_1	 CNAG_07570	
CNK00980	CNK00980-t26_1	 CNAG_07970	
CNK00990	CNK00990-t26_1	 CNAG_07567	
CNK01000	CNK01000-t26_1	 CNAG_07566	
CNK01010	CNK01010-t26_1	 CNAG_07565	
CNK01020	CNK01020-t26_1	 CNAG_07564	
CNK01030	CNK01030-t26_1	 CNAG_07563	
CNK01040	CNK01040-t26_1	 CNAG_07562	
CNK01050	CNK01050-t26_1	 CNAG_07561	
CNK01060	CNK01060-t26_1	 CNAG_07560	
CNK01070	CNK01070-t26_1	 CNAG_07559	
CNK01080	CNK01080-t26_1	 CNAG_07558	
CNK01090	CNK01090-t26_1	 CNAG_07557	
CNK01100	CNK01100-t26_1	 CNAG_07556	
CNK01110	CNK01110-t26_1	 CNAG_10030	
CNK01120	CNK01120-t26_1	 CNAG_07555	
CNK01130	CNK01130-t26_1	 CNAG_07108	
CNK01140	CNK01140-t26_1	 CNAG_07554	
CNK01150	CNK01150-t26_1	 CNAG_07553	
CNK01170	CNK01170-t26_1	 CNAG_07552	
CNK01190	CNK01190-t26_1	 CNAG_07551	
CNK01200	CNK01200-t26_1	 CNAG_07550	
CNK01210	CNK01210-t26_1	 CNAG_07549	
CNK01220	CNK01220-t26_1	 CNAG_07548	
CNK01230	CNK01230-t26_1	 CNAG_07547	
CNK01240	CNK01240-t26_1	 CNAG_07546	
CNK01250	CNK01250-t26_1	 CNAG_07545	
CNK01260	CNK01260-t26_1	 CNAG_07544	
CNK01270	CNK01270.mRNA	 CNAG_12299	
CNK01280	CNK01280-t26_1	 CNAG_07542	
CNK01290	CNK01290-t26_1	 CNAG_07541	
CNK01300	CNK01300-t26_1	 CNAG_07540	
CNK01310	CNK01310-t26_1	 CNAG_07162	
CNK01320	CNK01320-t26_1	 CNAG_07539	
CNK01330	CNK01330-t26_1	 CNAG_07538	
CNK01340	CNK01340-t26_1	 CNAG_07537	
CNK01350	CNK01350-t26_1	 CNAG_07536	
CNK01360	CNK01360-t26_1	 CNAG_07535	
CNK01370	CNK01370-t26_1	 CNAG_07534	
CNK01380	CNK01380-t26_1	 CNAG_07533	
CNK01390	CNK01390-t26_1	 CNAG_07532	
CNK01400	CNK01400-t26_1	 CNAG_07531	
CNK01410	CNK01410-t26_1	 CNAG_07530	
CNK01420	CNK01420-t26_1	 CNAG_07529	
CNK01430	CNK01430-t26_1	 CNAG_02654	
CNK01440	CNK01440-t26_1	 CNAG_02655	
