[Pathway Id]	[Pathway]	[Genes]	[Pathway Source]	
PWY-7563	bassianin and desmethylbassianin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7564	bacimethrin and bacimethrin pyrophosphate biosynthesis	CNAG_00076 | CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03795 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-7565	aspyridone A biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_00863 | CNAG_00993 | CNAG_01143 | CNAG_01150 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_02475 | CNAG_02996 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03870 | CNAG_04159 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07389 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7568	L-galactose degradation	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-7569	arginomycin biosynthesis	CNAG_00176 | CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00437 | CNAG_00677 | CNAG_00690 | CNAG_00750 | CNAG_00855 | CNAG_00874 | CNAG_01050 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01385 | CNAG_01416 | CNAG_01546 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02117 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02715 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02871 | CNAG_02892 | CNAG_02907 | CNAG_03068 | CNAG_03113 | CNAG_03149 | CNAG_03158 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03648 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03832 | CNAG_03839 | CNAG_03855 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04303 | CNAG_04320 | CNAG_04328 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05020 | CNAG_05034 | CNAG_05148 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05881 | CNAG_05896 | CNAG_06022 | CNAG_06223 | CNAG_06376 | CNAG_06501 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06639 | CNAG_06836 | CNAG_06891 | CNAG_06892 | CNAG_06918 | CNAG_06919 | CNAG_07506 | CNAG_07527 | CNAG_07769	MetaCyc	
PWY-7570	blasticidin S biosynthesis	CNAG_00176 | CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00437 | CNAG_00677 | CNAG_00690 | CNAG_00750 | CNAG_00855 | CNAG_00874 | CNAG_01050 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01385 | CNAG_01416 | CNAG_01546 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02117 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02715 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02871 | CNAG_02892 | CNAG_02907 | CNAG_03068 | CNAG_03113 | CNAG_03149 | CNAG_03158 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03648 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03832 | CNAG_03839 | CNAG_03855 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04303 | CNAG_04320 | CNAG_04328 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05020 | CNAG_05034 | CNAG_05148 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05881 | CNAG_05896 | CNAG_06022 | CNAG_06223 | CNAG_06376 | CNAG_06501 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06639 | CNAG_06836 | CNAG_06891 | CNAG_06892 | CNAG_06918 | CNAG_06919 | CNAG_07506 | CNAG_07527 | CNAG_07769	MetaCyc	
PWY-7571	ferrichrome A biosynthesis	CNAG_00002 | CNAG_00343 | CNAG_00371 | CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_01044 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02006 | CNAG_02085 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_02226 | CNAG_02896 | CNAG_03149 | CNAG_03170 | CNAG_03311 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03743 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04668 | CNAG_04724 | CNAG_04866 | CNAG_05034 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05396 | CNAG_05469 | CNAG_05537 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07712 | CNAG_07769	MetaCyc	
PWY-7572	lolitrem B biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04375 | CNAG_04561 | CNAG_05149 | CNAG_07389	MetaCyc	
PWY-7574	propanoyl-CoA degradation II	CNAG_00311 | CNAG_00519 | CNAG_05029 | CNAG_06010 | CNAG_06018	MetaCyc	
PWY-7575	superpathway of candicidin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00590 | CNAG_00863 | CNAG_00993 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_01836 | CNAG_02449 | CNAG_02475 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_02996 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04264 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05759 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06433 | CNAG_06501 | CNAG_06918 | CNAG_07389 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7577	ferrichrome biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7582	mercaptosuccinate degradation	CNAG_03238	MetaCyc	
PWY-7583	arachidonate biosynthesis II (bacteria)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7585	docosahexaenoate biosynthesis II (bacteria)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7586	&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation	CNAG_04312 | CNAG_04744 | CNAG_05351	MetaCyc	
PWY-7587	oleate biosynthesis III (cyanobacteria)	CNAG_01711 | CNAG_02505 | CNAG_03806 | CNAG_05247	MetaCyc	
PWY-7589	palmitoleate biosynthesis III (cyanobacteria)	CNAG_02505 | CNAG_03806 | CNAG_05247	MetaCyc	
PWY-7591	okenone biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01137 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03427 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03942 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05376 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07908	MetaCyc	
PWY-7592	arachidonate biosynthesis III (6-desaturase, mammals)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02487 | CNAG_03019 | CNAG_04355 | CNAG_04383 | CNAG_04485 | CNAG_04488 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	CNAG_01711 | CNAG_02505 | CNAG_03806 | CNAG_05247	MetaCyc	
PWY-7599	anditomin biosynthesis	CNAG_00005 | CNAG_00289 | CNAG_00331 | CNAG_00365 | CNAG_00413 | CNAG_00484 | CNAG_00488 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01123 | CNAG_01129 | CNAG_01168 | CNAG_01247 | CNAG_01489 | CNAG_01512 | CNAG_01623 | CNAG_01656 | CNAG_01902 | CNAG_02012 | CNAG_02312 | CNAG_02475 | CNAG_02979 | CNAG_02996 | CNAG_03389 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_04152 | CNAG_04264 | CNAG_04355 | CNAG_04375 | CNAG_04383 | CNAG_04410 | CNAG_04561 | CNAG_04869 | CNAG_05023 | CNAG_05149 | CNAG_05268 | CNAG_05270 | CNAG_05622 | CNAG_05677 | CNAG_05851 | CNAG_06353 | CNAG_06379 | CNAG_06504 | CNAG_06797 | CNAG_06876 | CNAG_06922 | CNAG_07389 | CNAG_07411 | CNAG_07544 | CNAG_07570 | CNAG_07748 | CNAG_07937	MetaCyc	
PWY-7600	peramine biosynthesis	CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04668 | CNAG_04724 | CNAG_05034 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07769	MetaCyc	
PWY-7601	arachidonate biosynthesis IV (8-detaturase, lower eukaryotes)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02487 | CNAG_03080 | CNAG_04355 | CNAG_04383 | CNAG_04488 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7602	icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02487 | CNAG_03080 | CNAG_04355 | CNAG_04383 | CNAG_04488 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7603	stephacidin A biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04375 | CNAG_04561 | CNAG_05149 | CNAG_07389	MetaCyc	
PWY-7604	notoamide C and D biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-7605	roquefortine C biosynthesis	CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04375 | CNAG_04668 | CNAG_04724 | CNAG_05034 | CNAG_05149 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07769	MetaCyc	
PWY-7606	docosahexaenoate biosynthesis III (6-desaturase, mammals)	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00490 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02487 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04488 | CNAG_04531 | CNAG_04657 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06764 | CNAG_07570 | CNAG_07747 | CNAG_07782 | CNAG_07801 | CNAG_07937	MetaCyc	
PWY-7607	meleagrin biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389	MetaCyc	
PWY-7608	neoxaline biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389	MetaCyc	
PWY-7609	superpathway of roquefortine, meleagrin and neoxaline biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00437 | CNAG_00677 | CNAG_00690 | CNAG_00750 | CNAG_00855 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01416 | CNAG_01546 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04375 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05034 | CNAG_05149 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05896 | CNAG_06022 | CNAG_06223 | CNAG_06376 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06639 | CNAG_06891 | CNAG_06892 | CNAG_06919 | CNAG_07389 | CNAG_07506 | CNAG_07769	MetaCyc	
PWY-7610	GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05376 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801 | CNAG_07908	MetaCyc	
PWY-7612	chaetoglobosin A biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_00863 | CNAG_00993 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_02475 | CNAG_02996 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07389 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7613	GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05376 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801 | CNAG_07908	MetaCyc	
PWY-7614	methiin metabolism	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_00919 | CNAG_01040 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_01879 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02966 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05395 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06640 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-7615	pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02996 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04264 | CNAG_04392 | CNAG_04561 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07389 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-7618	ricinoleate biosynthesis	CNAG_03822	MetaCyc	
PWY-7619	juniperonate biosynthesis	CNAG_02487 | CNAG_03080 | CNAG_04488	MetaCyc	
PWY-7620	naphthalene degradation (anaerobic)	CNAG_01836 | CNAG_02449 | CNAG_03854 | CNAG_06433	MetaCyc	
